epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,val_recall_cluster_0,val_recall_cluster_1,val_recall_cluster_2,epoch_time_seconds
1,0.9945004971131034,0.5048913043478261,0.956078190907188,0.45652173913043476,0.42633788763423336,0.5073751451800232,0.40714285714285714,0.2857142857142857,0.8292682926829268,64.56287884712219
2,0.7074195405711299,0.6940217391304347,0.6496419834054035,0.717391304347826,0.6999309958166213,0.7218599634975943,0.7071428571428572,0.7755102040816326,0.6829268292682927,63.94178366661072
3,0.5094762532607369,0.7706521739130435,0.6141840784446053,0.7869565217391304,0.7658275252119809,0.7842790774846525,0.7928571428571428,0.7551020408163265,0.8048780487804879,59.64196419715881
4,0.37551335562830385,0.8364130434782608,0.5757659075052842,0.7391304347826086,0.7204254588354764,0.7638377302140368,0.7071428571428572,0.7551020408163265,0.8292682926829268,57.50253105163574
5,0.23720908722151882,0.9097826086956522,0.607742960297543,0.7347826086956522,0.7086760965146249,0.7322714451634313,0.7428571428571429,0.673469387755102,0.7804878048780488,57.91189193725586
6,0.15572189520234647,0.9445652173913044,0.6067305984704391,0.7565217391304347,0.7342938226140436,0.7676124108179857,0.7428571428571429,0.7551020408163265,0.8048780487804879,58.57204484939575
7,0.11961705998882004,0.9565217391304348,0.7256392183511153,0.7695652173913043,0.7298571599646868,0.722133731541397,0.8428571428571429,0.5918367346938775,0.7317073170731707,58.65518522262573
8,0.0868109351914862,0.9744565217391304,0.748961343454278,0.7608695652173914,0.7282906923615379,0.747444831591173,0.7928571428571428,0.5714285714285714,0.8780487804878049,66.1357638835907
9,0.06018441144538962,0.9798913043478261,0.6829719071802886,0.7739130434782608,0.7492207321493295,0.7740418118466899,0.7785714285714286,0.7142857142857143,0.8292682926829268,60.11718702316284
10,0.04081741312275762,0.9907608695652174,0.8551336329916249,0.782608695652174,0.7545787545787546,0.7712875394060063,0.8071428571428572,0.6530612244897959,0.8536585365853658,60.20429086685181
11,0.042341209923767525,0.9864130434782609,0.8301820816553157,0.7652173913043478,0.7367654532748872,0.7648581383773022,0.7714285714285715,0.6938775510204082,0.8292682926829268,77.20568823814392
12,0.033995825611054895,0.9918478260869565,0.7459777641555537,0.7739130434782608,0.7406845234501804,0.7492782478845198,0.8142857142857143,0.6530612244897959,0.7804878048780488,67.64455914497375
13,0.03549387002282817,0.9902173913043478,0.8835887328438137,0.7782608695652173,0.7434405964054278,0.7401609424257508,0.8357142857142857,0.6530612244897959,0.7317073170731707,56.636733055114746
14,0.03620420261893583,0.9880434782608696,0.7811021711515344,0.7217391304347827,0.7022721078900854,0.7326447652231624,0.7071428571428572,0.7346938775510204,0.7560975609756098,59.606181144714355
15,0.023714637412163227,0.996195652173913,0.8333440733992535,0.782608695652174,0.7542433909355536,0.7757093081134893,0.8,0.673469387755102,0.8536585365853658,57.13038897514343
16,0.029489273209448743,0.9902173913043478,0.8295000418372777,0.7782608695652173,0.7529228518287564,0.7777501244400199,0.7857142857142857,0.6938775510204082,0.8536585365853658,55.49989604949951
17,0.023112497887695614,0.9923913043478261,0.8719997152038242,0.7217391304347827,0.7031408308004052,0.747237431557989,0.6857142857142857,0.7755102040816326,0.7804878048780488,58.17761588096619
18,0.017507252909000154,0.996195652173913,0.8426810623511024,0.7434782608695653,0.7211932186641139,0.7547204247552678,0.7285714285714285,0.7551020408163265,0.7804878048780488,55.6334171295166
19,0.042109023573120005,0.9836956521739131,1.0232284939807395,0.7478260869565218,0.7222475841143693,0.7509125601460096,0.75,0.673469387755102,0.8292682926829268,55.02142405509949
20,0.027203698448188925,0.9896739130434783,0.9404404697210892,0.7608695652173914,0.7326497483815334,0.7593827775012444,0.7714285714285715,0.6530612244897959,0.8536585365853658,59.496039152145386
21,0.014558113678156034,0.996195652173913,0.9890810774720233,0.7478260869565218,0.7192126324897252,0.7420690227310436,0.7642857142857142,0.6326530612244898,0.8292682926829268,58.08505892753601
22,0.008569599514948609,0.9972826086956522,0.9250236868858337,0.7739130434782608,0.7442043406969866,0.7665256346441015,0.7928571428571428,0.6530612244897959,0.8536585365853658,56.15777111053467
23,0.014740364872546785,0.996195652173913,0.9319901181303937,0.7391304347826086,0.7172188094193359,0.7549941927990709,0.7214285714285714,0.7142857142857143,0.8292682926829268,60.023918867111206
24,0.04060753406146946,0.9864130434782609,0.858542846078458,0.7391304347826086,0.7209636821287306,0.7722415795586527,0.7,0.7142857142857143,0.9024390243902439,54.486496925354004
25,0.019594845426795276,0.9945652173913043,0.7885167448417,0.7782608695652173,0.7538680637602981,0.7821718931475029,0.7785714285714286,0.7142857142857143,0.8536585365853658,64.11010265350342
26,0.011090429064453296,0.996195652173913,0.9324026325474615,0.7913043478260869,0.7567660157588215,0.7645511863281899,0.8357142857142857,0.6530612244897959,0.8048780487804879,59.69265007972717
27,0.012704588240012527,0.9983695652173913,0.8439080855120783,0.782608695652174,0.7553286529505833,0.7757093081134893,0.8,0.673469387755102,0.8536585365853658,64.01072025299072
28,0.009866617990495718,0.9972826086956522,0.9076157668362493,0.7608695652173914,0.7343575718575718,0.7699933631989381,0.75,0.7551020408163265,0.8048780487804879,59.938663959503174
29,0.01098329780380363,0.9972826086956522,0.8725948147151781,0.7695652173913043,0.7439477447936652,0.7703334992533599,0.7714285714285715,0.7346938775510204,0.8048780487804879,58.73409104347229
30,0.009516429423820227,0.9978260869565218,0.9408616682757502,0.7869565217391304,0.7574648553663152,0.7696864111498257,0.8142857142857143,0.7142857142857143,0.7804878048780488,57.657875776290894
