epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,val_recall_cluster_0,val_recall_cluster_1,val_recall_cluster_2,epoch_time_seconds
1,0.9062293425468991,0.5974155069582505,0.7131625633116507,0.6063618290258449,0.6029094465937387,0.6933346535645103,0.48859934853420195,0.7358490566037735,0.8555555555555555,102.18247079849243
2,0.6201525108951698,0.691351888667992,0.61498577042555,0.6878727634194831,0.6728334973936217,0.7468233644498165,0.6123778501628665,0.7169811320754716,0.9111111111111111,106.65277910232544
3,0.48475481809726056,0.7539761431411531,0.5577133729254038,0.7157057654075547,0.7005885948213842,0.764464839739869,0.6514657980456026,0.7641509433962265,0.8777777777777778,94.24118781089783
4,0.39429848165682724,0.8131212723658051,0.5165293964429594,0.7594433399602386,0.7351830981453252,0.7778802095070302,0.7361563517915309,0.7641509433962265,0.8333333333333334,94.20922231674194
5,0.32109619931838146,0.8481610337972167,0.5376790259514841,0.7455268389662028,0.7246136056247158,0.7775745077017279,0.7035830618892508,0.7735849056603774,0.8555555555555555,96.37817025184631
6,0.27306327911067907,0.8735089463220675,0.52881591587844,0.7773359840954275,0.7531880631788125,0.7928880512249696,0.758957654723127,0.7641509433962265,0.8555555555555555,106.94247388839722
7,0.2094425819443898,0.9060636182902585,0.5732242222097712,0.7793240556660039,0.7523968274986711,0.786679095049816,0.7719869706840391,0.7547169811320755,0.8333333333333334,92.85135316848755
8,0.16596355412162797,0.929920477137177,0.569165010694007,0.8031809145129225,0.7763006564783432,0.7982085828684071,0.8143322475570033,0.7358490566037735,0.8444444444444444,290.78211092948914
9,0.1415730240656652,0.9425944333996024,0.6425944870082332,0.7852882703777336,0.7528036397899411,0.7764650582608913,0.8013029315960912,0.7169811320754716,0.8111111111111111,102.05489182472229
10,0.12178072402953627,0.9488071570576541,0.6375959144671915,0.8091451292246521,0.7791100165766887,0.8020249614742885,0.8241042345276873,0.7264150943396226,0.8555555555555555,170.04541110992432
11,0.09943135472284871,0.9622266401590457,0.6576052766671001,0.805168986083499,0.7744480064575615,0.7961173822092021,0.8208469055374593,0.7452830188679245,0.8222222222222222,101.33045411109924
12,0.085623487467261,0.9666998011928429,0.6830119697995499,0.8071570576540755,0.7737837487019729,0.786349720133753,0.8403908794788274,0.7075471698113207,0.8111111111111111,167.17113184928894
13,0.07811331279783197,0.9714214711729622,0.7162697040300009,0.7932405566600398,0.7647932750042888,0.7927797012180271,0.7980456026058632,0.7358490566037735,0.8444444444444444,158.9726321697235
14,0.056874920260420375,0.9811133200795229,0.7370923849981774,0.7773359840954275,0.7467095401170697,0.7711811744139198,0.7915309446254072,0.6886792452830188,0.8333333333333334,119.65579414367676
15,0.052912273331291636,0.9808648111332008,0.75262771697926,0.7992047713717694,0.772971213698091,0.8007138353398572,0.8013029315960912,0.7452830188679245,0.8555555555555555,103.66648292541504
16,0.04728526786843659,0.981610337972167,0.8189809192009048,0.7952286282306164,0.7612905844078726,0.774776528110681,0.8306188925081434,0.660377358490566,0.8333333333333334,109.09739804267883
17,0.04577212961053635,0.981610337972167,0.853598846355916,0.7892644135188867,0.7595720720720721,0.7771367827787223,0.8110749185667753,0.6981132075471698,0.8222222222222222,105.03767395019531
18,0.03931584801695219,0.9880715705765407,0.9368266945567804,0.7912524850894632,0.7538099307908478,0.7669873917922594,0.8338762214983714,0.6226415094339622,0.8444444444444444,107.49241304397583
19,0.05218655721999142,0.9808648111332008,0.8148467940080237,0.7972166998011928,0.7630542526383671,0.779421010341052,0.8273615635179153,0.6886792452830188,0.8222222222222222,184.2274329662323
20,0.037776227923347123,0.9873260437375746,0.9173281159600017,0.7912524850894632,0.7571172898689676,0.7741048035928498,0.8208469055374593,0.6792452830188679,0.8222222222222222,108.2706880569458
21,0.03179759009293175,0.9908051689860835,0.9522947738943233,0.7972166998011928,0.7644259962156502,0.7814798880990264,0.8241042345276873,0.6981132075471698,0.8222222222222222,106.95828008651733
22,0.030417630667418656,0.9903081510934394,0.9916639619508747,0.7872763419483101,0.7530817457428306,0.7678154954167491,0.8208469055374593,0.660377358490566,0.8222222222222222,107.8526680469513
23,0.0329799416227818,0.989065606361829,0.9570001325834816,0.7932405566600398,0.7622022161015126,0.780249113965542,0.8143322475570033,0.7264150943396226,0.8,141.7378113269806
24,0.030984291519828986,0.9883200795228628,0.9833652188716304,0.7773359840954275,0.7434684959194763,0.7629456633820225,0.8045602605863192,0.6509433962264151,0.8333333333333334,117.663165807724
25,0.033628722528740024,0.9888170974155069,0.921734626321622,0.8011928429423459,0.7717724761137332,0.7877691962751271,0.8241042345276873,0.7169811320754716,0.8222222222222222,196.6019468307495
26,0.030056858553771472,0.989314115308151,1.002200878401163,0.805168986083499,0.7704713596824857,0.7807644593767143,0.8469055374592834,0.6509433962264151,0.8444444444444444,143.76972579956055
27,0.026678529709196146,0.9908051689860835,1.0616610981598051,0.7892644135188867,0.7533701291554463,0.76534256584653,0.8306188925081434,0.6320754716981132,0.8333333333333334,105.92095994949341
28,0.029336298038260957,0.9875745526838966,1.0381963907131855,0.7932405566600398,0.7609986043870866,0.7761313584495934,0.8208469055374593,0.7075471698113207,0.8,126.0508120059967
29,0.029716107860081654,0.989314115308151,1.0437183380126953,0.8031809145129225,0.765266490398794,0.7729430001570621,0.8534201954397395,0.6320754716981132,0.8333333333333334,108.97926211357117
30,0.027030488075299657,0.9878230616302187,1.0134752940231004,0.7992047713717694,0.7670068027210885,0.7810658362867815,0.8306188925081434,0.6792452830188679,0.8333333333333334,122.06978678703308
