epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1,val_balanced_accuracy,val_recall_cluster_0,val_recall_cluster_1,val_recall_cluster_2,epoch_time_seconds
1,0.7252275472101958,0.6239130434782608,0.7498202386109726,0.5869565217391305,0.5919254211505453,0.642467230794757,0.4928571428571429,0.8979591836734694,0.5365853658536586,42.29067635536194
2,0.3328299405782119,0.8407608695652173,0.5121638571438583,0.7043478260869566,0.6992592901028943,0.7668989547038327,0.6142857142857143,0.8571428571428571,0.8292682926829268,31.917807817459106
3,0.15163904532142308,0.9472826086956522,0.602192756663198,0.7434782608695653,0.7212498990985438,0.7502986560477849,0.7357142857142858,0.7346938775510204,0.7804878048780488,32.10808992385864
4,0.07529758048122344,0.9798913043478261,0.5768836910309999,0.782608695652174,0.7614392573781412,0.795163431226149,0.7642857142857142,0.8163265306122449,0.8048780487804879,34.31047081947327
5,0.038330847024917604,0.9934782608695653,0.8473587176074152,0.8043478260869565,0.7610526315789473,0.7310104529616724,0.9142857142857143,0.5714285714285714,0.7073170731707317,34.789297103881836
6,0.03297305398661157,0.9907608695652174,0.6910323459169139,0.8130434782608695,0.7866762589512338,0.7928156628505061,0.8428571428571429,0.7551020408163265,0.7804878048780488,32.060295820236206
7,0.01991815831836151,0.9972826086956522,0.7028979786064313,0.7913043478260869,0.7710756233285428,0.7955035672805707,0.7857142857142857,0.7959183673469388,0.8048780487804879,33.610023736953735
8,0.014292178499390898,0.9972826086956522,0.6612173640209695,0.8217391304347826,0.7920324356494569,0.7816575410652066,0.8785714285714286,0.7346938775510204,0.7317073170731707,32.08577370643616
9,0.023958570583035115,0.9940217391304348,0.8093807330598002,0.717391304347826,0.7074500505596429,0.7722747635639622,0.6428571428571429,0.7959183673469388,0.8780487804878049,33.986899852752686
10,0.04553367909772889,0.9864130434782609,0.8795246476712434,0.6826086956521739,0.6696234049175226,0.7178446988551519,0.6214285714285714,0.8979591836734694,0.6341463414634146,34.48402380943298
11,0.07734295044337278,0.9657608695652173,1.0230419754981994,0.7652173913043478,0.7241161616161617,0.7144433383109341,0.8357142857142857,0.673469387755102,0.6341463414634146,33.9542031288147
12,0.1025413288127469,0.9597826086956521,0.825213072610938,0.782608695652174,0.7495413142417414,0.7504977600796416,0.8214285714285714,0.7959183673469388,0.6341463414634146,33.37380075454712
13,0.10252706860394581,0.9614130434782608,0.7624361546143241,0.7434782608695653,0.725596184419714,0.7569271611083458,0.7142857142857143,0.8979591836734694,0.6585365853658537,34.44021677970886
14,0.040659033102185826,0.9831521739130434,0.6758547790672468,0.782608695652174,0.7601612398660369,0.7690725070516011,0.8,0.7755102040816326,0.7317073170731707,33.468369245529175
15,0.014352399218098624,0.996195652173913,0.6153890839737395,0.8043478260869565,0.7870629370629372,0.8216608594657374,0.7785714285714286,0.8571428571428571,0.8292682926829268,33.49341583251953
16,0.006268533255459498,0.9989130434782608,0.695216211028721,0.808695652173913,0.7928350294675951,0.8253691720590676,0.7857142857142857,0.8367346938775511,0.8536585365853658,33.233426094055176
17,0.007287532305749862,0.9983695652173913,0.7319468711057435,0.8173913043478261,0.7988581903310585,0.8168657706985233,0.8214285714285714,0.7755102040816326,0.8536585365853658,33.204821825027466
18,0.0031931221940676153,1.0,0.6804156106451283,0.7913043478260869,0.7766653263114335,0.8100962336153974,0.7642857142857142,0.8367346938775511,0.8292682926829268,34.66557312011719
19,0.0028398349407918588,1.0,0.7269625139301238,0.8173913043478261,0.80143327407009,0.8186328189812512,0.8142857142857143,0.8367346938775511,0.8048780487804879,34.479371070861816
20,0.001996237786648714,1.0,0.7301704109362934,0.8130434782608695,0.791726358440055,0.8074083291853326,0.8214285714285714,0.7959183673469388,0.8048780487804879,31.120020151138306
21,0.0024021714045058774,0.9994565217391305,0.7191599893181221,0.8,0.7814158669900525,0.8091090094574417,0.7857142857142857,0.8367346938775511,0.8048780487804879,31.02437996864319
22,0.0013958575358391618,1.0,0.6948390685021877,0.8043478260869565,0.7846855742428028,0.8070681931309109,0.8,0.8163265306122449,0.8048780487804879,31.978484869003296
23,0.0025089486356591807,0.9994565217391305,0.5898368766774302,0.7869565217391304,0.7699216331605744,0.8046208727393397,0.7642857142857142,0.7959183673469388,0.8536585365853658,30.51247811317444
24,0.0019723066146505753,1.0,0.6588825806975365,0.8130434782608695,0.7990992807689722,0.8308445329351253,0.7857142857142857,0.8775510204081632,0.8292682926829268,30.798147916793823
25,0.0016526422468418984,1.0,0.67252005306275,0.8217391304347826,0.8063590850109966,0.8325120292019247,0.8071428571428572,0.8367346938775511,0.8536585365853658,30.789939880371094
26,0.0017547266998166298,1.0,0.703757931097694,0.808695652173913,0.7826086956521738,0.7877799900447983,0.8357142857142857,0.7959183673469388,0.7317073170731707,32.86530590057373
27,0.001401006427856729,1.0,0.7303590895365114,0.808695652173913,0.7879363445498289,0.8094491455118633,0.8071428571428572,0.8163265306122449,0.8048780487804879,30.937966108322144
28,0.001200462799043516,1.0,0.6977756739958473,0.8304347826086956,0.8113834979003519,0.8359465737514516,0.8214285714285714,0.8571428571428571,0.8292682926829268,31.473646879196167
29,0.0009233098961767215,1.0,0.6852206848237825,0.8173913043478261,0.7995559995559995,0.8301310768209723,0.8,0.8367346938775511,0.8536585365853658,31.354748964309692
30,0.001199423564906718,1.0,0.835409449364828,0.8,0.7760319869557222,0.7883275261324041,0.8214285714285714,0.7142857142857143,0.8292682926829268,31.621028661727905
